"action","file_1","sheet_1","source_row_1","publication_year_1","sample_1","site_1","depth_m_1","composite_depth_m_1","lat_1","lon_1","age_Ma_1","species_1","shell_size_1","d11B_replicates_1","MgCa_replicates_1","replicate_2SE_1","published_pCO2_1","d11B_1","d11B_2s_1","MgCa_1","MgCa_2s_1","temperature_1","source_notes_1","MgCa_from_replicates_1","retained_1","retained_file_1","retained_source_row_1","combined_row_1","intermediate_row_1","file_2","sheet_2","source_row_2","publication_year_2","sample_2","site_2","depth_m_2","composite_depth_m_2","lat_2","lon_2","age_Ma_2","species_2","shell_size_2","d11B_replicates_2","MgCa_replicates_2","replicate_2SE_2","published_pCO2_2","d11B_2","d11B_2s_2","MgCa_2","MgCa_2s_2","temperature_2","source_notes_2","MgCa_from_replicates_2","retained_2","retained_file_2","retained_source_row_2","combined_row_2","intermediate_row_2"
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",80,2022,"ODP 807_A_1_3_90_92","ODP 807",,,3.607,156.6248,0.2272,"Trilobatus sacculifer","300-400","17.53,17.75","3.96187954253761",,249.424,17.6412138793557,0.181786105711041,3.96187954253761,0.02,29.0643955337105,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",80,852,81,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",258,2022,"ODP 807_A_1_3_90_92","ODP 807",,,3.607,156.6248,0.2272,"Trilobatus sacculifer","300-400","17.53,17.75","3.96187954253761",,244.049,17.6412138793557,0.181786105711041,3.96187954253761,0.02,29.0643955337105,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",80,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",81,2022,"ODP 807_A_1_3_100_102","ODP 807",,,3.607,156.6248,0.2312,"Trilobatus sacculifer","300-400","16.8265422661253","3.99138579260856",,309.119,16.8265422661253,0.209247389225913,3.99138579260856,0.02,29.3564457083445,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",81,853,82,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",170,2022,"ODP 807_A_1_3_100_102","ODP 807",,,3.607,156.6248,0.2312,"Trilobatus sacculifer","300-400","16.8265422661253","3.99138579260856",,309.051,16.8265422661253,0.209247389225913,3.99138579260856,0.02,29.3564457083445,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",81,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",81,2022,"ODP 807_A_1_3_100_102","ODP 807",,,3.607,156.6248,0.2312,"Trilobatus sacculifer","300-400","16.8265422661253","3.99138579260856",,309.119,16.8265422661253,0.209247389225913,3.99138579260856,0.02,29.3564457083445,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",81,853,82,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",259,2022,"ODP 807_A_1_3_100_102","ODP 807",,,3.607,156.6248,0.2312,"Trilobatus sacculifer","300-400","16.8265422661253","3.99138579260856",,301.99,16.8265422661253,0.209247389225913,3.99138579260856,0.02,29.3564457083445,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",81,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",82,2022,"ODP 807_A_2_4_0_2","ODP 807",,,3.607,156.6248,0.342,"Trilobatus sacculifer","300-400","17.8545919686415","3.58080650094467",,218.169,17.8545919686415,0.257084376147543,3.58080650094467,0.02,27.3336666797388,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",82,854,83,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",171,2022,"ODP 807_A_2_4_0_2","ODP 807",,,3.607,156.6248,0.342,"Trilobatus sacculifer","300-400","17.8545919686415","3.58080650094467",,212.371,17.8545919686415,0.257084376147543,3.58080650094467,0.02,27.3336666797388,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",82,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",82,2022,"ODP 807_A_2_4_0_2","ODP 807",,,3.607,156.6248,0.342,"Trilobatus sacculifer","300-400","17.8545919686415","3.58080650094467",,218.169,17.8545919686415,0.257084376147543,3.58080650094467,0.02,27.3336666797388,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",82,854,83,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",260,2022,"ODP 807_A_2_4_0_2","ODP 807",,,3.607,156.6248,0.342,"Trilobatus sacculifer","300-400","17.8545919686415","3.58080650094467",,200.648,17.8545919686415,0.257084376147543,3.58080650094467,0.02,27.3336666797388,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",82,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",83,2022,"ODP 807_A_2_5_0_2","ODP 807",,,3.607,156.6248,0.43081,"Trilobatus sacculifer","300-400","17.6732599985401","3.81841713979394",,248.047,17.6732599985401,0.289796563578344,3.81841713979394,0.02,28.3496473209211,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",83,855,84,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",172,2022,"ODP 807_A_2_5_0_2","ODP 807",,,3.607,156.6248,0.43081,"Trilobatus sacculifer","300-400","17.6732599985401","3.81841713979394",,239.026,17.6732599985401,0.289796563578344,3.81841713979394,0.02,28.3496473209211,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",83,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",83,2022,"ODP 807_A_2_5_0_2","ODP 807",,,3.607,156.6248,0.43081,"Trilobatus sacculifer","300-400","17.6732599985401","3.81841713979394",,248.047,17.6732599985401,0.289796563578344,3.81841713979394,0.02,28.3496473209211,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",83,855,84,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",261,2022,"ODP 807_A_2_5_0_2","ODP 807",,,3.607,156.6248,0.43081,"Trilobatus sacculifer","300-400","17.6732599985401","3.81841713979394",,222.798,17.6732599985401,0.289796563578344,3.81841713979394,0.02,28.3496473209211,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",83,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",84,2022,"ODP 807_A_2_6_0_2","ODP 807",,,3.607,156.6248,0.604,"Trilobatus sacculifer","300-400","17.6381226422233","4.20533422143673",,274.83,17.6381226422233,0.257084376147543,4.20533422143673,0.02,30.1437554874146,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",84,856,85,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",173,2022,"ODP 807_A_2_6_0_2","ODP 807",,,3.607,156.6248,0.604,"Trilobatus sacculifer","300-400","17.6381226422233","4.20533422143673",,259.783,17.6381226422233,0.257084376147543,4.20533422143673,0.02,30.1437554874146,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",84,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",84,2022,"ODP 807_A_2_6_0_2","ODP 807",,,3.607,156.6248,0.604,"Trilobatus sacculifer","300-400","17.6381226422233","4.20533422143673",,274.83,17.6381226422233,0.257084376147543,4.20533422143673,0.02,30.1437554874146,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",84,856,85,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",262,2022,"ODP 807_A_2_6_0_2","ODP 807",,,3.607,156.6248,0.604,"Trilobatus sacculifer","300-400","17.6381226422233","4.20533422143673",,236.138,17.6381226422233,0.257084376147543,4.20533422143673,0.02,30.1437554874146,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",84,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",85,2022,"ODP 807_A_3_2_0_2","ODP 807",,,3.607,156.6248,0.857,"Trilobatus sacculifer","300-400","17.8575847318092","3.7286752109571",,244.008,17.8575847318092,0.257084376147543,3.7286752109571,0.02,28.6062557075849,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",85,857,86,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",174,2022,"ODP 807_A_3_2_0_2","ODP 807",,,3.607,156.6248,0.857,"Trilobatus sacculifer","300-400","17.8575847318092","3.7286752109571",,226.628,17.8575847318092,0.257084376147543,3.7286752109571,0.02,28.6062557075849,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",85,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",85,2022,"ODP 807_A_3_2_0_2","ODP 807",,,3.607,156.6248,0.857,"Trilobatus sacculifer","300-400","17.8575847318092","3.7286752109571",,244.008,17.8575847318092,0.257084376147543,3.7286752109571,0.02,28.6062557075849,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",85,857,86,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",263,2022,"ODP 807_A_3_2_0_2","ODP 807",,,3.607,156.6248,0.857,"Trilobatus sacculifer","300-400","17.8575847318092","3.7286752109571",,199.258,17.8575847318092,0.257084376147543,3.7286752109571,0.02,28.6062557075849,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",85,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",86,2022,"ODP 807_A_3_3_0_2","ODP 807",,,3.607,156.6248,0.93967,"Trilobatus sacculifer","300-400","17.14,17.56","3.79813435780893",,286.186,17.3507522158897,0.147960247867224,3.79813435780893,0.02,28.8327303223906,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",86,858,87,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",175,2022,"ODP 807_A_3_3_0_2","ODP 807",,,3.607,156.6248,0.93967,"Trilobatus sacculifer","300-400","17.14,17.56","3.79813435780893",,263.819,17.3507522158897,0.147960247867224,3.79813435780893,0.02,28.8327303223906,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",86,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",86,2022,"ODP 807_A_3_3_0_2","ODP 807",,,3.607,156.6248,0.93967,"Trilobatus sacculifer","300-400","17.14,17.56","3.79813435780893",,286.186,17.3507522158897,0.147960247867224,3.79813435780893,0.02,28.8327303223906,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",86,858,87,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",264,2022,"ODP 807_A_3_3_0_2","ODP 807",,,3.607,156.6248,0.93967,"Trilobatus sacculifer","300-400","17.14,17.56","3.79813435780893",,228.457,17.3507522158897,0.147960247867224,3.79813435780893,0.02,28.8327303223906,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",86,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",87,2022,"ODP 807_A_3_7_0_2","ODP 807",,,3.607,156.6248,1.278,"Trilobatus sacculifer","300-400","17.9142227820197","4.14937609344839",,253.991,17.9142227820197,0.257084376147543,4.14937609344839,0.02,30.2461101685407,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",87,859,88,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",176,2022,"ODP 807_A_3_7_0_2","ODP 807",,,3.607,156.6248,1.278,"Trilobatus sacculifer","300-400","17.9142227820197","4.14937609344839",,229.922,17.9142227820197,0.257084376147543,4.14937609344839,0.02,30.2461101685407,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",87,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",87,2022,"ODP 807_A_3_7_0_2","ODP 807",,,3.607,156.6248,1.278,"Trilobatus sacculifer","300-400","17.9142227820197","4.14937609344839",,253.991,17.9142227820197,0.257084376147543,4.14937609344839,0.02,30.2461101685407,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",87,859,88,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",265,2022,"ODP 807_A_3_7_0_2","ODP 807",,,3.607,156.6248,1.278,"Trilobatus sacculifer","300-400","17.9142227820197","4.14937609344839",,201.982,17.9142227820197,0.257084376147543,4.14937609344839,0.02,30.2461101685407,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",87,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",88,2022,"ODP 807_A_7_6_10_12","ODP 807",,,3.607,156.6248,3.04732,"Trilobatus sacculifer","300-400","16.1589598017406","3.90799949883674",,422.455,16.1589598017406,0.334054564130627,3.90799949883674,0.02,29.9560576152129,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",88,860,89,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",177,2022,"ODP 807_A_7_6_10_12","ODP 807",,,3.607,156.6248,3.04732,"Trilobatus sacculifer","300-400","16.1589598017406","3.90799949883674",,312.799,16.1589598017406,0.334054564130627,3.90799949883674,0.02,29.9560576152129,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",88,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",88,2022,"ODP 807_A_7_6_10_12","ODP 807",,,3.607,156.6248,3.04732,"Trilobatus sacculifer","300-400","16.1589598017406","3.90799949883674",,422.455,16.1589598017406,0.334054564130627,3.90799949883674,0.02,29.9560576152129,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",88,860,89,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",266,2022,"ODP 807_A_7_6_10_12","ODP 807",,,3.607,156.6248,3.04732,"Trilobatus sacculifer","300-400","16.1589598017406","3.90799949883674",,339.451,16.1589598017406,0.334054564130627,3.90799949883674,0.02,29.9560576152129,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",88,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",89,2022,"ODP 807_A_8_3_0_2","ODP 807",,,3.607,156.6248,3.21786,"Trilobatus sacculifer","300-400","15.2977200517472","3.96781523064541",,543.425,15.2977200517472,0.249881015112098,3.96781523064541,0.02,30.2731393784531,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",89,861,90,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",178,2022,"ODP 807_A_8_3_0_2","ODP 807",,,3.607,156.6248,3.21786,"Trilobatus sacculifer","300-400","15.2977200517472","3.96781523064541",,391.398,15.2977200517472,0.249881015112098,3.96781523064541,0.02,30.2731393784531,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",89,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",89,2022,"ODP 807_A_8_3_0_2","ODP 807",,,3.607,156.6248,3.21786,"Trilobatus sacculifer","300-400","15.2977200517472","3.96781523064541",,543.425,15.2977200517472,0.249881015112098,3.96781523064541,0.02,30.2731393784531,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",89,861,90,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",267,2022,"ODP 807_A_8_3_0_2","ODP 807",,,3.607,156.6248,3.21786,"Trilobatus sacculifer","300-400","15.2977200517472","3.96781523064541",,437.633,15.2977200517472,0.249881015112098,3.96781523064541,0.02,30.2731393784531,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",89,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",90,2022,"ODP 807_A_8_5_0_2","ODP 807",,,3.607,156.6248,3.32499,"Trilobatus sacculifer","300-400","15.430801995679","3.90312084798388",,517.456,15.430801995679,0.249881015112098,3.90312084798388,0.02,29.9847647190781,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",90,862,91,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",179,2022,"ODP 807_A_8_5_0_2","ODP 807",,,3.607,156.6248,3.32499,"Trilobatus sacculifer","300-400","15.430801995679","3.90312084798388",,373.83,15.430801995679,0.249881015112098,3.90312084798388,0.02,29.9847647190781,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",90,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",90,2022,"ODP 807_A_8_5_0_2","ODP 807",,,3.607,156.6248,3.32499,"Trilobatus sacculifer","300-400","15.430801995679","3.90312084798388",,517.456,15.430801995679,0.249881015112098,3.90312084798388,0.02,29.9847647190781,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",90,862,91,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",268,2022,"ODP 807_A_8_5_0_2","ODP 807",,,3.607,156.6248,3.32499,"Trilobatus sacculifer","300-400","15.430801995679","3.90312084798388",,423.678,15.430801995679,0.249881015112098,3.90312084798388,0.02,29.9847647190781,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",90,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",91,2022,"ODP 807_A_9_4_0_2","ODP 807",,,3.607,156.6248,3.61514,"Trilobatus sacculifer","300-400","15.5511562311546","3.40434127117707",,454.823,15.5511562311546,0.139736223494649,3.40434127117707,0.02,27.8711886084791,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",91,863,92,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",180,2022,"ODP 807_A_9_4_0_2","ODP 807",,,3.607,156.6248,3.61514,"Trilobatus sacculifer","300-400","15.5511562311546","3.40434127117707",,329.725,15.5511562311546,0.139736223494649,3.40434127117707,0.02,27.8711886084791,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",91,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",91,2022,"ODP 807_A_9_4_0_2","ODP 807",,,3.607,156.6248,3.61514,"Trilobatus sacculifer","300-400","15.5511562311546","3.40434127117707",,454.823,15.5511562311546,0.139736223494649,3.40434127117707,0.02,27.8711886084791,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",91,863,92,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",269,2022,"ODP 807_A_9_4_0_2","ODP 807",,,3.607,156.6248,3.61514,"Trilobatus sacculifer","300-400","15.5511562311546","3.40434127117707",,387.829,15.5511562311546,0.139736223494649,3.40434127117707,0.02,27.8711886084791,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",91,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",92,2022,"ODP 807_A_13_4_0_2","ODP 807",,,3.607,156.6248,4.52418,"Trilobatus sacculifer","300-400","15.1432366079891","3.15427480280467",,572.005,15.1432366079891,0.139736223494649,3.15427480280467,0.02,26.8361272700912,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",92,864,93,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",181,2022,"ODP 807_A_13_4_0_2","ODP 807",,,3.607,156.6248,4.52418,"Trilobatus sacculifer","300-400","15.1432366079891","3.15427480280467",,418.949,15.1432366079891,0.139736223494649,3.15427480280467,0.02,26.8361272700912,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",92,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",92,2022,"ODP 807_A_13_4_0_2","ODP 807",,,3.607,156.6248,4.52418,"Trilobatus sacculifer","300-400","15.1432366079891","3.15427480280467",,572.005,15.1432366079891,0.139736223494649,3.15427480280467,0.02,26.8361272700912,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",92,864,93,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",270,2022,"ODP 807_A_13_4_0_2","ODP 807",,,3.607,156.6248,4.52418,"Trilobatus sacculifer","300-400","15.1432366079891","3.15427480280467",,499.925,15.1432366079891,0.139736223494649,3.15427480280467,0.02,26.8361272700912,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",92,,
