"file","source_row","field","value","action"
"stomata-sr_mcelwain_2002.xlsx",83,"SD","column AY","Text moved to notes; numeric cell left blank"
"stomata-sr_mcelwain_2002.xlsx",85,"SD","column AY","Text moved to notes; numeric cell left blank"
"stomata-sr_mcelwain_2002.xlsx",86,"SD","column AY","Text moved to notes; numeric cell left blank"
"stomata-sr_mcelwain_2002.xlsx",87,"SD","column AY","Text moved to notes; numeric cell left blank"
"stomata-sr_mcelwain_2002.xlsx",88,"SD","column AY","Text moved to notes; numeric cell left blank"
"stomata-franks_maxbauer_2014.xlsx",4,"product update","age_mean; age_min; age_max; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",4,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",5,"product update","age_mean; age_min; age_max; age_notes; gen_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",6,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",7,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",8,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",9,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",10,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",11,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",12,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",13,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",14,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",15,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",16,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",17,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",18,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",19,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",20,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",21,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",22,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",23,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",24,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",25,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",26,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",27,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",28,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",29,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",30,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",31,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",32,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",33,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",34,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",35,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",36,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",37,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",38,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",39,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",40,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",41,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",42,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",43,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",44,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",45,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",46,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",47,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",48,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",49,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",50,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",51,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",52,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",53,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",54,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",55,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",56,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",57,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",58,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",59,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",60,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",61,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",62,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",63,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",64,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",65,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-franks_steinthorsdottir_2021.xlsx",66,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-sd_stults_2011.xlsx",2,"product update","age_mean; age_min; age_max; age_notes; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-sd_stults_2011.xlsx",3,"product update","age_mean; age_min; age_max; age_notes; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_beerling_2009.xlsx",5,"product update","age_mean; age_min; age_max; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_beerling_2009.xlsx",6,"product update","age_mean; age_min; age_max; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_beerling_2009.xlsx",8,"product update","age_mean; age_min; age_max; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_beerling_2009.xlsx",9,"product update","age_mean; age_min; age_max; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_beerling_2009.xlsx",10,"product update","age_mean; age_min; age_max; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_beerling_2009.xlsx",11,"product update","age_mean; age_min; age_max; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_beerling_2009.xlsx",12,"product update","age_mean; age_min; age_max; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_beerling_2009.xlsx",13,"product update","age_mean; age_min; age_max; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_beerling_2009.xlsx",14,"product update","age_mean; age_min; age_max; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_beerling_2009.xlsx",15,"product update","age_mean; age_min; age_max; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_beerling_2009.xlsx",16,"product update","age_mean; age_min; age_max; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_beerling_2009.xlsx",17,"product update","age_mean; age_min; age_max; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_beerling_2009.xlsx",18,"product update","age_mean; age_min; age_max; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_beerling_2009.xlsx",19,"product update","age_mean; age_min; age_max; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_beerling_2009.xlsx",20,"product update","age_mean; age_min; age_max; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_beerling_2009.xlsx",21,"product update","age_mean; age_min; age_max; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_beerling_2009.xlsx",22,"product update","age_mean; age_min; age_max; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_beerling_2009.xlsx",23,"product update","age_mean; age_min; age_max; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_beerling_2009.xlsx",24,"product update","age_mean; age_min; age_max; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_beerling_2009.xlsx",25,"product update","age_mean; age_notes; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_beerling_2009.xlsx",26,"product update","age_mean; age_min; age_max; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_beerling_2009.xlsx",27,"product update","age_mean; age_min; age_max; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_beerling_2009.xlsx",28,"product update","age_mean; age_min; age_max; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_beerling_2009.xlsx",29,"product update","age_mean; age_min; age_max; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_beerling_2009.xlsx",30,"product update","age_mean; age_min; age_max; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_beerling_2009.xlsx",32,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_beerling_2009.xlsx",33,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_beerling_2009.xlsx",34,"product update","age_mean; age_min; age_max; age_notes; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_beerling_2009.xlsx",35,"product update","age_mean; age_min; age_max; age_notes; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_beerling_2009.xlsx",36,"product update","age_mean; age_min; age_max; age_notes; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_beerling_2009.xlsx",37,"product update","age_mean; age_min; age_max; age_notes; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_kuerschner_1996.xlsx",2,"product update","age_mean; age_min; age_max; age_notes; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_kuerschner_1996.xlsx",3,"product update","age_mean; age_min; age_max; age_notes; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_kuerschner_1996.xlsx",4,"product update","age_mean; age_min; age_max; age_notes; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_kuerschner_1996.xlsx",5,"product update","age_mean; age_min; age_max; age_notes; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_kuerschner_1996.xlsx",6,"product update","age_mean; age_min; age_max; age_notes; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_kuerschner_1996.xlsx",7,"product update","age_min; age_max; age_notes; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_kuerschner_1996.xlsx",8,"product update","age_mean; age_min; age_max; age_notes; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_kuerschner_1996.xlsx",9,"product update","age_mean; age_min; age_max; age_notes; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_kuerschner_1996.xlsx",10,"product update","age_mean; age_min; age_max; age_notes; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_kuerschner_2008.xlsx",2,"product update","age_mean; age_min; age_max; stratigraphic_level; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_kuerschner_2008.xlsx",3,"product update","age_mean; age_min; age_max; stratigraphic_level; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_kuerschner_2008.xlsx",4,"product update","age_mean; age_min; age_max; stratigraphic_level; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_kuerschner_2008.xlsx",5,"product update","age_mean; age_min; age_max; stratigraphic_level; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_kuerschner_2008.xlsx",6,"product update","age_mean; age_min; age_max; stratigraphic_level; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_kuerschner_2008.xlsx",7,"product update","age_mean; age_min; age_max; stratigraphic_level; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_kuerschner_2008.xlsx",8,"product update","age_mean; age_min; age_max; stratigraphic_level; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_kuerschner_2008.xlsx",9,"product update","age_mean; age_min; age_max; stratigraphic_level; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_kuerschner_2008.xlsx",10,"product update","age_mean; age_min; age_max; stratigraphic_level; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_kuerschner_2008.xlsx",11,"product update","age_mean; age_min; age_max; stratigraphic_level; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_kuerschner_2008.xlsx",12,"product update","age_mean; age_min; age_max; stratigraphic_level; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_kuerschner_2008.xlsx",13,"product update","age_mean; age_min; age_max; stratigraphic_level; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_kuerschner_2008.xlsx",14,"product update","age_mean; age_min; age_max; stratigraphic_level; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_kuerschner_2008.xlsx",15,"product update","age_mean; age_min; age_max; stratigraphic_level; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_kuerschner_2008.xlsx",16,"product update","age_mean; age_min; age_max; stratigraphic_level; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_kuerschner_2008.xlsx",17,"product update","age_mean; age_min; age_max; stratigraphic_level; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_kuerschner_2008.xlsx",18,"product update","age_mean; age_min; age_max; stratigraphic_level; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_kuerschner_2008.xlsx",19,"product update","age_mean; age_min; age_max; stratigraphic_level; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_kuerschner_2008.xlsx",20,"product update","age_mean; age_min; age_max; stratigraphic_level; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_maxbauer_2014.xlsx",2,"product update","age_mean; age_min; age_max; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-si_wang_2015.xlsx",2,"product update","age_mean; age_min; age_max; age_scale; age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-sr_sun_2012.xlsx",4,"product update","age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
"stomata-sr_sun_2012.xlsx",5,"product update","age_revision","Documented product additions/revisions used; values recorded in plant_product_comparison.csv"
