".file",".sheet",".row",".study","method","sample","age_mean","combined_row","included"
"stomata-si_kuerschner_2008.xlsx","Stomatal index",14,"kuerschner_2008","si","KR508,KR181,Sch469/1,Sch673/1","17.75",169,TRUE
"stomata-si_kuerschner_2008.xlsx","Stomatal index",15,"kuerschner_2008","si","KR300/1","17.75",170,TRUE
"stomata-si_kuerschner_2008.xlsx","Stomatal index",16,"kuerschner_2008","si","MR59","19.850000000000001",171,TRUE
"stomata-si_kuerschner_2008.xlsx","Stomatal index",17,"kuerschner_2008","si","MR59-14,MR59/24,MR59","19.850000000000001",172,TRUE
"stomata-si_kuerschner_2008.xlsx","Stomatal index",18,"kuerschner_2008","si","MR59-26,MR59/36,MR59-49","19.850000000000001",173,TRUE
"stomata-si_kuerschner_2008.xlsx","Stomatal index",19,"kuerschner_2008","si","VJK237-12A","21.740000000000002",174,TRUE
"stomata-si_kuerschner_2008.xlsx","Stomatal index",20,"kuerschner_2008","si","MR390,MR322","25.17",,FALSE
"stomata-si_maxbauer_2014.xlsx","stomatal index",2,"maxbauer_2014","si","layer C","42.5",,FALSE
"stomata-si_steinthorsdottir_2019a.xlsx","Stomatal index",2,"steinthorsdottir_2019a","si","Grey Lake","19",175,TRUE
"stomata-si_steinthorsdottir_2019a.xlsx","Stomatal index",3,"steinthorsdottir_2019a","si","Mataura River","22.5",176,TRUE
"stomata-si_steinthorsdottir_2019a.xlsx","Stomatal index",4,"steinthorsdottir_2019a","si","Foulden Maar","23.2",,FALSE
"stomata-si_steinthorsdottir_2019a.xlsx","Stomatal index",5,"steinthorsdottir_2019a","si","Grey Lake","19",175,TRUE
"stomata-si_steinthorsdottir_2019a.xlsx","Stomatal index",6,"steinthorsdottir_2019a","si","Mataura River","22.5",176,TRUE
"stomata-si_steinthorsdottir_2019a.xlsx","Stomatal index",7,"steinthorsdottir_2019a","si","Foulden Maar","23.2",,FALSE
"stomata-si_steinthorsdottir_2019a.xlsx","Stomatal index",8,"steinthorsdottir_2019a","si","Grey Lake","19",175,TRUE
"stomata-si_steinthorsdottir_2019a.xlsx","Stomatal index",9,"steinthorsdottir_2019a","si","Mataura River","22.5",176,TRUE
"stomata-si_steinthorsdottir_2019a.xlsx","Stomatal index",10,"steinthorsdottir_2019a","si","Foulden Maar","23.2",,FALSE
"stomata-si_wang_2015.xlsx","Stomatal index",2,"wang_2015","si","SZT077,
SZT156,
SZT115,
SZT127,
SZT123,
SZT126","13.81",179,TRUE
"stomata-si_wang_2015.xlsx","Stomatal index",3,"wang_2015","si","YJ003, YJ005","9.5",180,TRUE
"stomata-si_wang_2015.xlsx","Stomatal index",4,"wang_2015","si","FT001","2.9",181,TRUE
"stomata-si_wang_2015.xlsx","Stomatal index",5,"wang_2015","si","BQC001","2.6500000000000004",182,TRUE
"stomata-si_wang_2015.xlsx","Stomatal index",6,"wang_2015","si","SG001,
SG002","2.6",183,TRUE
"stomata-si_wang_2015.xlsx","Stomatal index",7,"wang_2015","si","156u01","1.85",184,TRUE
"stomata-si_wang_2015.xlsx","Stomatal index",8,"wang_2015","si","NR001","0.95",185,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",4,"mcelwain_2002","sr","Pine Ridge Pond","0.01149",186,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",5,"mcelwain_2002","sr","Pine Ridge Pond","0.011011",187,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",6,"mcelwain_2002","sr","Pine Ridge Pond","0.01098",188,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",7,"mcelwain_2002","sr","Pine Ridge Pond","0.010655",189,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",8,"mcelwain_2002","sr","Pine Ridge Pond","0.010573",190,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",9,"mcelwain_2002","sr","Pine Ridge Pond","0.01049",191,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",10,"mcelwain_2002","sr","Pine Ridge Pond","0.010408",192,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",11,"mcelwain_2002","sr","Pine Ridge Pond","0.010408",193,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",12,"mcelwain_2002","sr","Pine Ridge Pond","0.010325",194,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",13,"mcelwain_2002","sr","Pine Ridge Pond","0.01016",195,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",14,"mcelwain_2002","sr","Pine Ridge Pond","0.010148",196,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",15,"mcelwain_2002","sr","Pine Ridge Pond","0.010137",197,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",16,"mcelwain_2002","sr","Pine Ridge Pond","0.010125",198,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",17,"mcelwain_2002","sr","Pine Ridge Pond","0.010113",199,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",18,"mcelwain_2002","sr","Pine Ridge Pond","0.010102",200,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",19,"mcelwain_2002","sr","Pine Ridge Pond","0.01009",201,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",20,"mcelwain_2002","sr","Pine Ridge Pond","0.010078",202,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",21,"mcelwain_2002","sr","Pine Ridge Pond","0.010067",203,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",22,"mcelwain_2002","sr","Pine Ridge Pond","0.010043",204,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",23,"mcelwain_2002","sr","Pine Ridge Pond","0.010032",205,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",24,"mcelwain_2002","sr","Pine Ridge Pond","0.01002",206,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",25,"mcelwain_2002","sr","Pine Ridge Pond","0.009977",207,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",26,"mcelwain_2002","sr","Pine Ridge Pond","0.009962",208,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",27,"mcelwain_2002","sr","Pine Ridge Pond","0.009948",209,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",28,"mcelwain_2002","sr","Pine Ridge Pond","0.009933",210,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",29,"mcelwain_2002","sr","Pine Ridge Pond","0.009919",211,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",30,"mcelwain_2002","sr","Pine Ridge Pond","0.009904",212,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",31,"mcelwain_2002","sr","Pine Ridge Pond","0.00989",213,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",32,"mcelwain_2002","sr","Pine Ridge Pond","0.009876",214,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",33,"mcelwain_2002","sr","Pine Ridge Pond","0.009861",215,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",34,"mcelwain_2002","sr","Pine Ridge Pond","0.009847",216,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",35,"mcelwain_2002","sr","Pine Ridge Pond","0.009832",217,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",36,"mcelwain_2002","sr","Pine Ridge Pond","0.009818",218,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",37,"mcelwain_2002","sr","Pine Ridge Pond","0.009803",219,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",38,"mcelwain_2002","sr","Pine Ridge Pond","0.009774",220,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",39,"mcelwain_2002","sr","Pine Ridge Pond","0.009736",221,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",40,"mcelwain_2002","sr","Pine Ridge Pond","0.009547",222,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",41,"mcelwain_2002","sr","Pine Ridge Pond","0.0095",223,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",42,"mcelwain_2002","sr","Pine Ridge Pond","0.0095",224,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",43,"mcelwain_2002","sr","Splan Pond","0.011615",225,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",44,"mcelwain_2002","sr","Splan Pond","0.010961",226,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",45,"mcelwain_2002","sr","Splan Pond","0.01097",227,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",46,"mcelwain_2002","sr","Splan Pond","0.010821",228,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",47,"mcelwain_2002","sr","Splan Pond","0.010544",229,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",48,"mcelwain_2002","sr","Splan Pond","0.010458",230,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",49,"mcelwain_2002","sr","Splan Pond","0.01043",231,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",50,"mcelwain_2002","sr","Splan Pond","0.010423",232,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",51,"mcelwain_2002","sr","Splan Pond","0.010418",233,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",52,"mcelwain_2002","sr","Splan Pond","0.010408",234,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",53,"mcelwain_2002","sr","Splan Pond","0.010403",235,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",54,"mcelwain_2002","sr","Splan Pond","0.010396",236,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",55,"mcelwain_2002","sr","Splan Pond","0.010392",237,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",56,"mcelwain_2002","sr","Splan Pond","0.010376",238,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",57,"mcelwain_2002","sr","Splan Pond","0.010314",239,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",58,"mcelwain_2002","sr","Splan Pond","0.010308",240,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",59,"mcelwain_2002","sr","Splan Pond","0.01026",241,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",60,"mcelwain_2002","sr","Splan Pond","0.010221",242,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",61,"mcelwain_2002","sr","Splan Pond","0.010213",243,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",62,"mcelwain_2002","sr","Splan Pond","0.010205",244,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",63,"mcelwain_2002","sr","Splan Pond","0.010172",245,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",64,"mcelwain_2002","sr","Splan Pond","0.010147",246,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",65,"mcelwain_2002","sr","Splan Pond","0.010131",247,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",66,"mcelwain_2002","sr","Splan Pond","0.010104",248,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",67,"mcelwain_2002","sr","Splan Pond","0.010094",249,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",68,"mcelwain_2002","sr","Splan Pond","0.010092",250,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",69,"mcelwain_2002","sr","Splan Pond","0.010017",251,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",70,"mcelwain_2002","sr","Splan Pond","0.009933",252,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",71,"mcelwain_2002","sr","Splan Pond","0.009873",253,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",72,"mcelwain_2002","sr","Splan Pond","0.009829",254,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",73,"mcelwain_2002","sr","Splan Pond","0.009765",255,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",74,"mcelwain_2002","sr","Splan Pond","0.009742",256,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",75,"mcelwain_2002","sr","Splan Pond","0.009699",257,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",76,"mcelwain_2002","sr","Splan Pond","0.009647",258,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",77,"mcelwain_2002","sr","Splan Pond","0.00963",259,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",78,"mcelwain_2002","sr","Splan Pond","0.00953",260,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",79,"mcelwain_2002","sr","Splan Pond","0.009311",261,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",80,"mcelwain_2002","sr","Splan Pond","0.009244",262,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",81,"mcelwain_2002","sr","Splan Pond","0.009193",263,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",82,"mcelwain_2002","sr","Splan Pond","0.009193",264,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",83,"mcelwain_2002","sr","Splan Pond","0.00884",265,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",84,"mcelwain_2002","sr","Splan Pond","0.00883",266,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",85,"mcelwain_2002","sr","Splan Pond","0.00883",267,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",86,"mcelwain_2002","sr","Splan Pond","0.00883",268,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",87,"mcelwain_2002","sr","Splan Pond","0.00883",269,TRUE
"stomata-sr_mcelwain_2002.xlsx","stomatal ratio",88,"mcelwain_2002","sr","Splan Pond","0.00883",270,TRUE
"stomata-sr_steinthorsdottir_2016a.xlsx","stomatal ratio",4,"steinthorsdottir_2016a","sr","Profen-Süd","39.0",,FALSE
"stomata-sr_steinthorsdottir_2016a.xlsx","stomatal ratio",5,"steinthorsdottir_2016a","sr","Knau","37.5",,FALSE
"stomata-sr_steinthorsdottir_2016a.xlsx","stomatal ratio",6,"steinthorsdottir_2016a","sr","Schleenhain 1, Haselbach 1","36.0",,FALSE
"stomata-sr_steinthorsdottir_2016a.xlsx","stomatal ratio",7,"steinthorsdottir_2016a","sr","Schleenhain 2","35.5",,FALSE
"stomata-sr_steinthorsdottir_2016a.xlsx","stomatal ratio",8,"steinthorsdottir_2016a","sr","Schleenhain 3","34.0",,FALSE
"stomata-sr_steinthorsdottir_2016a.xlsx","stomatal ratio",9,"steinthorsdottir_2016a","sr","Schleenhain 4, Haselbach 2","33.8",,FALSE
"stomata-sr_steinthorsdottir_2016a.xlsx","stomatal ratio",10,"steinthorsdottir_2016a","sr","Kleinsaubermitz","26.0",,FALSE
"stomata-sr_steinthorsdottir_2016a.xlsx","stomatal ratio",11,"steinthorsdottir_2016a","sr","Witznitz, Espenhain-Störmthal","24.0",,FALSE
"stomata-sr_steinthorsdottir_2016a_p1.0.xlsx","stomatal ratio",4,"steinthorsdottir_2016a","sr","Kleinsaubernitz","26",,FALSE
"stomata-sr_steinthorsdottir_2016a_p1.0.xlsx","stomatal ratio",5,"steinthorsdottir_2016a","sr","Schleenhain 4, Haselbach 2","33.799999999999997",,FALSE
"stomata-sr_steinthorsdottir_2016a_p1.0.xlsx","stomatal ratio",6,"steinthorsdottir_2016a","sr","Schleenhain 3","34",,FALSE
"stomata-sr_steinthorsdottir_2016a_p1.0.xlsx","stomatal ratio",8,"steinthorsdottir_2016a","sr","Schleenhain 1","36",,FALSE
"stomata-sr_steinthorsdottir_2019a.xlsx","stomatal ratio",4,"steinthorsdottir_2019a","sr","Grey Lake","19",177,TRUE
"stomata-sr_steinthorsdottir_2019a.xlsx","stomatal ratio",5,"steinthorsdottir_2019a","sr","Mataura River","22.5",178,TRUE
"stomata-sr_steinthorsdottir_2019a.xlsx","stomatal ratio",6,"steinthorsdottir_2019a","sr","Foulden Maar","23.2",,FALSE
"stomata-sr_sun_2012.xlsx","Stomatal ratio",4,"sun_2012","sr",,"2.9435000000000002",271,TRUE
"stomata-sr_sun_2012.xlsx","Stomatal ratio",5,"sun_2012","sr",,"2.9435000000000002",272,TRUE
"stomata-sd_liang_2022a_p1.0.xlsx","stomatal index",2,"liang_2022a","sd",,"15.78",15,TRUE
"stomata-si_liang_2022a_p1.0.xlsx","stomatal index",2,"liang_2022a","si",,"15.78",,FALSE
"stomata-si_liang_2022b_p1.0.xlsx","stomatal index",2,"liang_2022b","si",,"21.09",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",3,"steinthorsdottir_2021","si","P37 site (aggregate of three species)","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",4,"steinthorsdottir_2021","si","P33 site (aggregate of five species)","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",5,"steinthorsdottir_2021","si","P37 Bev 1","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",6,"steinthorsdottir_2021","si","P37 Bev 2","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",7,"steinthorsdottir_2021","si","P37 Bev 3","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",8,"steinthorsdottir_2021","si","P37 Bev 4","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",9,"steinthorsdottir_2021","si","P37 Bef 1","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",10,"steinthorsdottir_2021","si","P37 Bef 2","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",11,"steinthorsdottir_2021","si","P37 Bef 3","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",12,"steinthorsdottir_2021","si","P37 Bef 4","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",13,"steinthorsdottir_2021","si","P37 Que 1","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",14,"steinthorsdottir_2021","si","P37 Que 2","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",15,"steinthorsdottir_2021","si","P37 Que 3","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",16,"steinthorsdottir_2021","si","P37 Que 4","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",17,"steinthorsdottir_2021","si","P37 Que 5","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",18,"steinthorsdottir_2021","si","P37 Que 6","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",19,"steinthorsdottir_2021","si","P37 Que 7","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",20,"steinthorsdottir_2021","si","P37 Que 8","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",21,"steinthorsdottir_2021","si","P37 Que 9","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",22,"steinthorsdottir_2021","si","P37 Que 10","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",23,"steinthorsdottir_2021","si","P37 Que 11","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",24,"steinthorsdottir_2021","si","P37 Que 12","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",25,"steinthorsdottir_2021","si","P37 Que 13","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",26,"steinthorsdottir_2021","si","P37 Que 14","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",27,"steinthorsdottir_2021","si","P37 Que 15","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",28,"steinthorsdottir_2021","si","P33 Bev 1","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",29,"steinthorsdottir_2021","si","P33 Bev 2","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",30,"steinthorsdottir_2021","si","P33 Bev 3","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",31,"steinthorsdottir_2021","si","P33 Bev 4","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",32,"steinthorsdottir_2021","si","P33 Bev 5","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",33,"steinthorsdottir_2021","si","P33 Bev 6","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",34,"steinthorsdottir_2021","si","P33 Bev 7","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",35,"steinthorsdottir_2021","si","P33 Bev 8","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",36,"steinthorsdottir_2021","si","P33 Bev 9","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",37,"steinthorsdottir_2021","si","P33 Bef 1","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",38,"steinthorsdottir_2021","si","P33 Bef 2","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",39,"steinthorsdottir_2021","si","P33 Bef 3","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",40,"steinthorsdottir_2021","si","P33 Bef 4","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",41,"steinthorsdottir_2021","si","P33 Bef 5","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",42,"steinthorsdottir_2021","si","P33 Bef 6","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",43,"steinthorsdottir_2021","si","P33 Bef 7","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",44,"steinthorsdottir_2021","si","P33 Laur 1","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",45,"steinthorsdottir_2021","si","P33 Laur 2","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",46,"steinthorsdottir_2021","si","P33 Laur 3","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",47,"steinthorsdottir_2021","si","P33 Laur 4","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",48,"steinthorsdottir_2021","si","P33 Laur 5","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",49,"steinthorsdottir_2021","si","P33 Laur 6","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",50,"steinthorsdottir_2021","si","P33 Que 1","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",51,"steinthorsdottir_2021","si","P33 Que 2","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",52,"steinthorsdottir_2021","si","P33 Que 3","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",53,"steinthorsdottir_2021","si","P33 Que 4","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",54,"steinthorsdottir_2021","si","P33 Que 6","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",55,"steinthorsdottir_2021","si","P33 Que 7","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",56,"steinthorsdottir_2021","si","P33 Que 9","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",57,"steinthorsdottir_2021","si","P33 Ost 1","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",58,"steinthorsdottir_2021","si","P33 Ost 2","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",59,"steinthorsdottir_2021","si","P33 Ost 3","15.78",,FALSE
"stomata-si_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",60,"steinthorsdottir_2021","si","P33 Ost 4","15.78",,FALSE
"stomata-sr_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",3,"steinthorsdottir_2021","sr","P37 site (aggregate of three species)","15.78",,FALSE
"stomata-sr_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",4,"steinthorsdottir_2021","sr","P33 site (aggregate of five species)","15.78",,FALSE
"stomata-sr_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",5,"steinthorsdottir_2021","sr","P37 Bev 1","15.78",,FALSE
"stomata-sr_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",6,"steinthorsdottir_2021","sr","P37 Bev 2","15.78",,FALSE
"stomata-sr_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",7,"steinthorsdottir_2021","sr","P37 Bev 3","15.78",,FALSE
"stomata-sr_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",8,"steinthorsdottir_2021","sr","P37 Bev 4","15.78",,FALSE
"stomata-sr_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",9,"steinthorsdottir_2021","sr","P37 Bef 1","15.78",,FALSE
"stomata-sr_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",10,"steinthorsdottir_2021","sr","P37 Bef 2","15.78",,FALSE
"stomata-sr_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",11,"steinthorsdottir_2021","sr","P37 Bef 3","15.78",,FALSE
"stomata-sr_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",12,"steinthorsdottir_2021","sr","P37 Bef 4","15.78",,FALSE
"stomata-sr_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",13,"steinthorsdottir_2021","sr","P37 Que 1","15.78",,FALSE
"stomata-sr_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",14,"steinthorsdottir_2021","sr","P37 Que 2","15.78",,FALSE
"stomata-sr_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",15,"steinthorsdottir_2021","sr","P37 Que 3","15.78",,FALSE
"stomata-sr_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",16,"steinthorsdottir_2021","sr","P37 Que 4","15.78",,FALSE
"stomata-sr_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",17,"steinthorsdottir_2021","sr","P37 Que 5","15.78",,FALSE
"stomata-sr_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",18,"steinthorsdottir_2021","sr","P37 Que 6","15.78",,FALSE
"stomata-sr_steinthorsdottir_2021_p1.0.xlsx","Stomatal index",19,"steinthorsdottir_2021","sr","P37 Que 7","15.78",,FALSE
